count, parallel 8 bit, parallel 14 bit, serial
      19355,'a5,'2a7d,'53
      19356,'b1,'08b3,'a7
      19357,'b7,'028f,'4f
      19358,'36,'0083,'9f
      19359,'89,'157f,'3e
      19360,'43,'2ee6,'7d
      19361,'9f,'3634,'fa
      19362,'3a,'1b5b,'f4
      19363,'8b,'0712,'e8
      19364,'3c,'14fa,'d0
      19365,'0a,'1167,'a1
      19366,'83,'051e,'43
      19367,'c0,'0106,'87
      19368,'5f,'2afe,'0e
      19369,'65,'1dcc,'1c
      19370,'ee,'2c69,'38
      19371,'d2,'36b7,'71
      19372,'d8,'0e24,'e2
      19373,'5b,'29f4,'c4
      19374,'9b,'22ce,'89
      19375,'c4,'0a3c,'12
      19376,'a1,'020c,'24
      19377,'4f,'15fc,'49
      19378,'9d,'3b99,'93
      19379,'45,'18d2,'26
      19380,'1e,'2d6f,'4d
      19381,'85,'1c49,'9b
      19382,'41,'13e8,'36
      19383,'e0,'059d,'6d
      19384,'af,'1479,'da
      19385,'32,'0418,'b5
      19386,'77,'2bf8,'6b
      19387,'69,'3732,'d6
      19388,'ec,'31a5,'ad
      19389,'ad,'1ade,'5b
      19390,'4d,'3893,'b7
      19391,'e2,'27d0,'6f
      19392,'d0,'0b3a,'de
      19393,'a7,'28f2,'bd
      19394,'ce,'0830,'7b
      19395,'22,'17f0,'f6
      19396,'8f,'2e65,'ec
      19397,'c2,'234b,'d8
      19398,'20,'35bd,'b1
      19399,'f0,'3126,'63
      19400,'57,'0fa1,'c6
      19401,'99,'1675,'8d
      19402,'bb,'11e4,'1a
      19403,'34,'1061,'34
      19404,'f6,'2fe0,'69
      19405,'d6,'1cca,'d2
      19406,'26,'0697,'a5
      19407,'71,'2b7b,'4b
      19408,'e8,'224d,'97
      19409,'53,'1f43,'2e
      19410,'67,'2cea,'5d
      19411,'91,'23c8,'bb
      19412,'47,'20c2,'77
      19413,'61,'1fc0,'ee
      19414,'10,'3995,'dc
      19415,'f8,'0d2e,'b9
      19416,'ab,'16f6,'73
      19417,'cc,'049b,'e6
      19418,'5d,'3e87,'cc
      19419,'1a,'19d4,'99
      19420,'7b,'0791,'32
      19421,'6b,'0185,'65
      19422,'93,'3f81,'ca
      19423,'38,'332a,'95
      19424,'f4,'1a5d,'2a
      19425,'a9,'2dec,'55
      19426,'b3,'0936,'ab
      19427,'c8,'3d0e,'57
      19428,'a3,'33a9,'af
      19429,'30,'0f22,'5f
      19430,'08,'030a,'bf
      19431,'fc,'3f02,'7f
      19432,'55,'2655,'fe
      19433,'e6,'34bb,'fc
      19434,'2e,'1bd8,'f8
      19435,'8d,'126d,'f0
      19436,'bd,'3a1c,'e0
      19437,'b5,'2753,'c0
      19438,'49,'1e45,'81
      19439,'1c,'0614,'02
      19440,'fa,'3e04,'04
      19441,'d4,'0cab,'08
      19442,'59,'2977,'10
      19443,'e4,'37b1,'20
      19444,'51,'24da,'41
      19445,'18,'3438,'83
      19446,'04,'0ea7,'06
      19447,'fe,'3c8b,'0c
      19448,'2a,'0c28,'18
      19449,'73,'3c08,'30
      19450,'97,'1957,'61
      19451,'c6,'12ee,'c2
      19452,'de,'2f63,'85
      19453,'da,'09b5,'0a
      19454,'24,'2871,'14
      19455,'0e,'1d4f,'28
      19456,'7d,'3916,'51
      19457,'ea,'1851,'a3
      19458,'2c,'3810,'47
      19459,'f2,'32af,'8f
      19460,'28,'25dc,'1e
      19461,'0c,'1ec6,'3c
      19462,'02,'136b,'79
      19463,'7f,'10e2,'f2
      19464,'95,'3a9f,'e4
      19465,'b9,'322c,'c8
      19466,'4b,'30a3,'91
      19467,'63,'3020,'22
      19468,'6f,'255f,'45
      19469,'6d,'0bb9,'8b
      19470,'12,'3d8d,'16
      19471,'87,'26d6,'2c
      19472,'3e,'21c4,'59
      19473,'75,'353e,'b3
      19474,'16,'2459,'67
      19475,'79,'2147,'ce
      19476,'14,'2041,'9d
      19477,'06,'0abf,'3a
      19478,'81,'1773,'75
      19479,'bf,'3b1a,'ea
      19480,'ca,'0dad,'d4
      19481,'dc,'0389,'a9
      19482,'a5,'2a7d,'53
      19483,'b1,'08b3,'a7
      19484,'b7,'028f,'4f
      19485,'36,'0083,'9f
      19486,'89,'157f,'3e
      19487,'43,'2ee6,'7d
      19488,'9f,'3634,'fa
      19489,'3a,'1b5b,'f4
      19490,'8b,'0712,'e8
      19491,'3c,'14fa,'d0
      19492,'0a,'1167,'a1
      19493,'83,'051e,'43
      19494,'c0,'0106,'87
      19495,'5f,'2afe,'0e
      19496,'65,'1dcc,'1c
      19497,'ee,'2c69,'38
      19498,'d2,'36b7,'71
      19499,'d8,'0e24,'e2
      19500,'5b,'29f4,'c4
      19501,'9b,'22ce,'89
      19502,'c4,'0a3c,'12
      19503,'a1,'020c,'24
      19504,'4f,'15fc,'49
      19505,'9d,'3b99,'93
      19506,'45,'18d2,'26
      19507,'1e,'2d6f,'4d
      19508,'85,'1c49,'9b
      19509,'41,'13e8,'36
      19510,'e0,'059d,'6d
      19511,'af,'1479,'da
      19512,'32,'0418,'b5
      19513,'77,'2bf8,'6b
      19514,'69,'3732,'d6
      19515,'ec,'31a5,'ad
      19516,'ad,'1ade,'5b
      19517,'4d,'3893,'b7
      19518,'e2,'27d0,'6f
      19519,'d0,'0b3a,'de
      19520,'a7,'28f2,'bd
      19521,'ce,'0830,'7b
      19522,'22,'17f0,'f6
      19523,'8f,'2e65,'ec
      19524,'c2,'234b,'d8
      19525,'20,'35bd,'b1
      19526,'f0,'3126,'63
      19527,'57,'0fa1,'c6
      19528,'99,'1675,'8d
      19529,'bb,'11e4,'1a
      19530,'34,'1061,'34
      19531,'f6,'2fe0,'69
      19532,'d6,'1cca,'d2
      19533,'26,'0697,'a5
      19534,'71,'2b7b,'4b
      19535,'e8,'224d,'97
      19536,'53,'1f43,'2e
      19537,'67,'2cea,'5d
      19538,'91,'23c8,'bb
      19539,'47,'20c2,'77
      19540,'61,'1fc0,'ee
      19541,'10,'3995,'dc
      19542,'f8,'0d2e,'b9
      19543,'ab,'16f6,'73
      19544,'cc,'049b,'e6
      19545,'5d,'3e87,'cc
      19546,'1a,'19d4,'99
      19547,'7b,'0791,'32
      19548,'6b,'0185,'65
      19549,'93,'3f81,'ca
      19550,'38,'332a,'95
      19551,'f4,'1a5d,'2a
      19552,'a9,'2dec,'55
      19553,'b3,'0936,'ab
      19554,'c8,'3d0e,'57
      19555,'a3,'33a9,'af
      19556,'30,'0f22,'5f
      19557,'08,'030a,'bf
      19558,'fc,'3f02,'7f
      19559,'55,'2655,'fe
      19560,'e6,'34bb,'fc
      19561,'2e,'1bd8,'f8
      19562,'8d,'126d,'f0
      19563,'bd,'3a1c,'e0
      19564,'b5,'2753,'c0
      19565,'49,'1e45,'81
      19566,'1c,'0614,'02
      19567,'fa,'3e04,'04
      19568,'d4,'0cab,'08
      19569,'59,'2977,'10
      19570,'e4,'37b1,'20
      19571,'51,'24da,'41
      19572,'18,'3438,'83
      19573,'04,'0ea7,'06
      19574,'fe,'3c8b,'0c
      19575,'2a,'0c28,'18
      19576,'73,'3c08,'30
      19577,'97,'1957,'61
      19578,'c6,'12ee,'c2
      19579,'de,'2f63,'85
      19580,'da,'09b5,'0a
      19581,'24,'2871,'14
      19582,'0e,'1d4f,'28
      19583,'7d,'3916,'51
      19584,'ea,'1851,'a3
      19585,'2c,'3810,'47
      19586,'f2,'32af,'8f
      19587,'28,'25dc,'1e
      19588,'0c,'1ec6,'3c
      19589,'02,'136b,'79
      19590,'7f,'10e2,'f2
      19591,'95,'3a9f,'e4
      19592,'b9,'322c,'c8
      19593,'4b,'30a3,'91
      19594,'63,'3020,'22
      19595,'6f,'255f,'45
      19596,'6d,'0bb9,'8b
      19597,'12,'3d8d,'16
      19598,'87,'26d6,'2c
      19599,'3e,'21c4,'59
      19600,'75,'353e,'b3
      19601,'16,'2459,'67
      19602,'79,'2147,'ce
      19603,'14,'2041,'9d
      19604,'06,'0abf,'3a
      19605,'81,'1773,'75
      19606,'bf,'3b1a,'ea
      19607,'ca,'0dad,'d4
      19608,'dc,'0389,'a9
      19609,'a5,'2a7d,'53
      19610,'b1,'08b3,'a7
      19611,'b7,'028f,'4f
      19612,'36,'0083,'9f
      19613,'89,'157f,'3e
      19614,'43,'2ee6,'7d
      19615,'9f,'3634,'fa
      19616,'3a,'1b5b,'f4
      19617,'8b,'0712,'e8
      19618,'3c,'14fa,'d0
      19619,'0a,'1167,'a1
      19620,'83,'051e,'43
      19621,'c0,'0106,'87
      19622,'5f,'2afe,'0e
      19623,'65,'1dcc,'1c
      19624,'ee,'2c69,'38
      19625,'d2,'36b7,'71
      19626,'d8,'0e24,'e2
      19627,'5b,'29f4,'c4
      19628,'9b,'22ce,'89
      19629,'c4,'0a3c,'12
      19630,'a1,'020c,'24
      19631,'4f,'15fc,'49
      19632,'9d,'3b99,'93
      19633,'45,'18d2,'26
      19634,'1e,'2d6f,'4d
      19635,'85,'1c49,'9b
      19636,'41,'13e8,'36
      19637,'e0,'059d,'6d
      19638,'af,'1479,'da
      19639,'32,'0418,'b5
      19640,'77,'2bf8,'6b
      19641,'69,'3732,'d6
      19642,'ec,'31a5,'ad
      19643,'ad,'1ade,'5b
      19644,'4d,'3893,'b7
      19645,'e2,'27d0,'6f
      19646,'d0,'0b3a,'de
      19647,'a7,'28f2,'bd
      19648,'ce,'0830,'7b
      19649,'22,'17f0,'f6
      19650,'8f,'2e65,'ec
      19651,'c2,'234b,'d8
      19652,'20,'35bd,'b1
      19653,'f0,'3126,'63
      19654,'57,'0fa1,'c6
      19655,'99,'1675,'8d
      19656,'bb,'11e4,'1a
      19657,'34,'1061,'34
      19658,'f6,'2fe0,'69
      19659,'d6,'1cca,'d2
      19660,'26,'0697,'a5
      19661,'71,'2b7b,'4b
      19662,'e8,'224d,'97
      19663,'53,'1f43,'2e
      19664,'67,'2cea,'5d
      19665,'91,'23c8,'bb
      19666,'47,'20c2,'77
      19667,'61,'1fc0,'ee
      19668,'10,'3995,'dc
      19669,'f8,'0d2e,'b9
      19670,'ab,'16f6,'73
      19671,'cc,'049b,'e6
      19672,'5d,'3e87,'cc
      19673,'1a,'19d4,'99
      19674,'7b,'0791,'32
      19675,'6b,'0185,'65
      19676,'93,'3f81,'ca
      19677,'38,'332a,'95
      19678,'f4,'1a5d,'2a
      19679,'a9,'2dec,'55
      19680,'b3,'0936,'ab
      19681,'c8,'3d0e,'57
      19682,'a3,'33a9,'af
      19683,'30,'0f22,'5f
      19684,'08,'030a,'bf
      19685,'fc,'3f02,'7f
      19686,'55,'2655,'fe
      19687,'e6,'34bb,'fc
      19688,'2e,'1bd8,'f8
      19689,'8d,'126d,'f0
      19690,'bd,'3a1c,'e0
      19691,'b5,'2753,'c0
      19692,'49,'1e45,'81
      19693,'1c,'0614,'02
      19694,'fa,'3e04,'04
      19695,'d4,'0cab,'08
      19696,'59,'2977,'10
      19697,'e4,'37b1,'20
      19698,'51,'24da,'41
      19699,'18,'3438,'83
      19700,'04,'0ea7,'06
      19701,'fe,'3c8b,'0c
      19702,'2a,'0c28,'18
      19703,'73,'3c08,'30
      19704,'97,'1957,'61
      19705,'c6,'12ee,'c2
      19706,'de,'2f63,'85
      19707,'da,'09b5,'0a
      19708,'24,'2871,'14
      19709,'0e,'1d4f,'28
      19710,'7d,'3916,'51
      19711,'ea,'1851,'a3
      19712,'2c,'3810,'47
      19713,'f2,'32af,'8f
      19714,'28,'25dc,'1e
      19715,'0c,'1ec6,'3c
      19716,'02,'136b,'79
      19717,'7f,'10e2,'f2
      19718,'95,'3a9f,'e4
      19719,'b9,'322c,'c8
      19720,'4b,'30a3,'91
      19721,'63,'3020,'22
      19722,'6f,'255f,'45
      19723,'6d,'0bb9,'8b
      19724,'12,'3d8d,'16
      19725,'87,'26d6,'2c
      19726,'3e,'21c4,'59
      19727,'75,'353e,'b3
      19728,'16,'2459,'67
      19729,'79,'2147,'ce
      19730,'14,'2041,'9d
      19731,'06,'0abf,'3a
      19732,'81,'1773,'75
      19733,'bf,'3b1a,'ea
      19734,'ca,'0dad,'d4
      19735,'dc,'0389,'a9
      19736,'a5,'2a7d,'53
      19737,'b1,'08b3,'a7
      19738,'b7,'028f,'4f
      19739,'36,'0083,'9f
      19740,'89,'157f,'3e
      19741,'43,'2ee6,'7d
      19742,'9f,'3634,'fa
      19743,'3a,'1b5b,'f4
      19744,'8b,'0712,'e8
      19745,'3c,'14fa,'d0
      19746,'0a,'1167,'a1
      19747,'83,'051e,'43
      19748,'c0,'0106,'87
      19749,'5f,'2afe,'0e
      19750,'65,'1dcc,'1c
      19751,'ee,'2c69,'38
      19752,'d2,'36b7,'71
      19753,'d8,'0e24,'e2
      19754,'5b,'29f4,'c4
      19755,'9b,'22ce,'89
      19756,'c4,'0a3c,'12
      19757,'a1,'020c,'24
      19758,'4f,'15fc,'49
      19759,'9d,'3b99,'93
      19760,'45,'18d2,'26
      19761,'1e,'2d6f,'4d
      19762,'85,'1c49,'9b
      19763,'41,'13e8,'36
      19764,'e0,'059d,'6d
      19765,'af,'1479,'da
      19766,'32,'0418,'b5
      19767,'77,'2bf8,'6b
      19768,'69,'3732,'d6
      19769,'ec,'31a5,'ad
      19770,'ad,'1ade,'5b
      19771,'4d,'3893,'b7
      19772,'e2,'27d0,'6f
      19773,'d0,'0b3a,'de
      19774,'a7,'28f2,'bd
      19775,'ce,'0830,'7b
      19776,'22,'17f0,'f6
      19777,'8f,'2e65,'ec
      19778,'c2,'234b,'d8
      19779,'20,'35bd,'b1
      19780,'f0,'3126,'63
      19781,'57,'0fa1,'c6
      19782,'99,'1675,'8d
      19783,'bb,'11e4,'1a
      19784,'34,'1061,'34
      19785,'f6,'2fe0,'69
      19786,'d6,'1cca,'d2
      19787,'26,'0697,'a5
      19788,'71,'2b7b,'4b
      19789,'e8,'224d,'97
      19790,'53,'1f43,'2e
      19791,'67,'2cea,'5d
      19792,'91,'23c8,'bb
      19793,'47,'20c2,'77
      19794,'61,'1fc0,'ee
      19795,'10,'3995,'dc
      19796,'f8,'0d2e,'b9
      19797,'ab,'16f6,'73
      19798,'cc,'049b,'e6
      19799,'5d,'3e87,'cc
      19800,'1a,'19d4,'99
      19801,'7b,'0791,'32
      19802,'6b,'0185,'65
      19803,'93,'3f81,'ca
      19804,'38,'332a,'95
      19805,'f4,'1a5d,'2a
      19806,'a9,'2dec,'55
      19807,'b3,'0936,'ab
      19808,'c8,'3d0e,'57
      19809,'a3,'33a9,'af
      19810,'30,'0f22,'5f
      19811,'08,'030a,'bf
      19812,'fc,'3f02,'7f
      19813,'55,'2655,'fe
      19814,'e6,'34bb,'fc
      19815,'2e,'1bd8,'f8
      19816,'8d,'126d,'f0
      19817,'bd,'3a1c,'e0
      19818,'b5,'2753,'c0
      19819,'49,'1e45,'81
      19820,'1c,'0614,'02
      19821,'fa,'3e04,'04
      19822,'d4,'0cab,'08
      19823,'59,'2977,'10
      19824,'e4,'37b1,'20
      19825,'51,'24da,'41
      19826,'18,'3438,'83
      19827,'04,'0ea7,'06
      19828,'fe,'3c8b,'0c
      19829,'2a,'0c28,'18
      19830,'73,'3c08,'30
      19831,'97,'1957,'61
      19832,'c6,'12ee,'c2
      19833,'de,'2f63,'85
      19834,'da,'09b5,'0a
      19835,'24,'2871,'14
      19836,'0e,'1d4f,'28
      19837,'7d,'3916,'51
      19838,'ea,'1851,'a3
      19839,'2c,'3810,'47
      19840,'f2,'32af,'8f
      19841,'28,'25dc,'1e
      19842,'0c,'1ec6,'3c
      19843,'02,'136b,'79
      19844,'7f,'10e2,'f2
      19845,'95,'3a9f,'e4
      19846,'b9,'322c,'c8
      19847,'4b,'30a3,'91
      19848,'63,'3020,'22
      19849,'6f,'255f,'45
      19850,'6d,'0bb9,'8b
      19851,'12,'3d8d,'16
      19852,'87,'26d6,'2c
      19853,'3e,'21c4,'59
      19854,'75,'353e,'b3
      19855,'16,'2459,'67
      19856,'79,'2147,'ce
      19857,'14,'2041,'9d
      19858,'06,'0abf,'3a
      19859,'81,'1773,'75
      19860,'bf,'3b1a,'ea
      19861,'ca,'0dad,'d4
      19862,'dc,'0389,'a9
      19863,'a5,'2a7d,'53
      19864,'b1,'08b3,'a7
      19865,'b7,'028f,'4f
      19866,'36,'0083,'9f
      19867,'89,'157f,'3e
      19868,'43,'2ee6,'7d
      19869,'9f,'3634,'fa
      19870,'3a,'1b5b,'f4
      19871,'8b,'0712,'e8
      19872,'3c,'14fa,'d0
      19873,'0a,'1167,'a1
      19874,'83,'051e,'43
      19875,'c0,'0106,'87
      19876,'5f,'2afe,'0e
      19877,'65,'1dcc,'1c
      19878,'ee,'2c69,'38
      19879,'d2,'36b7,'71
      19880,'d8,'0e24,'e2
      19881,'5b,'29f4,'c4
      19882,'9b,'22ce,'89
      19883,'c4,'0a3c,'12
      19884,'a1,'020c,'24
      19885,'4f,'15fc,'49
      19886,'9d,'3b99,'93
      19887,'45,'18d2,'26
      19888,'1e,'2d6f,'4d
      19889,'85,'1c49,'9b
      19890,'41,'13e8,'36
      19891,'e0,'059d,'6d
      19892,'af,'1479,'da
      19893,'32,'0418,'b5
      19894,'77,'2bf8,'6b
      19895,'69,'3732,'d6
      19896,'ec,'31a5,'ad
      19897,'ad,'1ade,'5b
      19898,'4d,'3893,'b7
      19899,'e2,'27d0,'6f
      19900,'d0,'0b3a,'de
      19901,'a7,'28f2,'bd
      19902,'ce,'0830,'7b
      19903,'22,'17f0,'f6
      19904,'8f,'2e65,'ec
      19905,'c2,'234b,'d8
      19906,'20,'35bd,'b1
      19907,'f0,'3126,'63
      19908,'57,'0fa1,'c6
      19909,'99,'1675,'8d
      19910,'bb,'11e4,'1a
      19911,'34,'1061,'34
      19912,'f6,'2fe0,'69
      19913,'d6,'1cca,'d2
      19914,'26,'0697,'a5
      19915,'71,'2b7b,'4b
      19916,'e8,'224d,'97
      19917,'53,'1f43,'2e
      19918,'67,'2cea,'5d
      19919,'91,'23c8,'bb
      19920,'47,'20c2,'77
      19921,'61,'1fc0,'ee
      19922,'10,'3995,'dc
      19923,'f8,'0d2e,'b9
      19924,'ab,'16f6,'73
      19925,'cc,'049b,'e6
      19926,'5d,'3e87,'cc
      19927,'1a,'19d4,'99
      19928,'7b,'0791,'32
      19929,'6b,'0185,'65
      19930,'93,'3f81,'ca
      19931,'38,'332a,'95
      19932,'f4,'1a5d,'2a
      19933,'a9,'2dec,'55
      19934,'b3,'0936,'ab
      19935,'c8,'3d0e,'57
      19936,'a3,'33a9,'af
      19937,'30,'0f22,'5f
      19938,'08,'030a,'bf
      19939,'fc,'3f02,'7f
      19940,'55,'2655,'fe
      19941,'e6,'34bb,'fc
      19942,'2e,'1bd8,'f8
      19943,'8d,'126d,'f0
      19944,'bd,'3a1c,'e0
      19945,'b5,'2753,'c0
      19946,'49,'1e45,'81
      19947,'1c,'0614,'02
      19948,'fa,'3e04,'04
      19949,'d4,'0cab,'08
      19950,'59,'2977,'10
      19951,'e4,'37b1,'20
      19952,'51,'24da,'41
      19953,'18,'3438,'83
      19954,'04,'0ea7,'06
      19955,'fe,'3c8b,'0c
      19956,'2a,'0c28,'18
      19957,'73,'3c08,'30
      19958,'97,'1957,'61
      19959,'c6,'12ee,'c2
      19960,'de,'2f63,'85
      19961,'da,'09b5,'0a
      19962,'24,'2871,'14
      19963,'0e,'1d4f,'28
      19964,'7d,'3916,'51
      19965,'ea,'1851,'a3
      19966,'2c,'3810,'47
      19967,'f2,'32af,'8f
      19968,'28,'25dc,'1e
      19969,'0c,'1ec6,'3c
      19970,'02,'136b,'79
      19971,'7f,'10e2,'f2
      19972,'95,'3a9f,'e4
      19973,'b9,'322c,'c8
      19974,'4b,'30a3,'91
      19975,'63,'3020,'22
      19976,'6f,'255f,'45
      19977,'6d,'0bb9,'8b
      19978,'12,'3d8d,'16
      19979,'87,'26d6,'2c
      19980,'3e,'21c4,'59
      19981,'75,'353e,'b3
      19982,'16,'2459,'67
      19983,'79,'2147,'ce
      19984,'14,'2041,'9d
      19985,'06,'0abf,'3a
      19986,'81,'1773,'75
      19987,'bf,'3b1a,'ea
      19988,'ca,'0dad,'d4
      19989,'dc,'0389,'a9
      19990,'a5,'2a7d,'53
      19991,'b1,'08b3,'a7
      19992,'b7,'028f,'4f
      19993,'36,'0083,'9f
      19994,'89,'157f,'3e
      19995,'43,'2ee6,'7d
      19996,'9f,'3634,'fa
      19997,'3a,'1b5b,'f4
      19998,'8b,'0712,'e8
      19999,'3c,'14fa,'d0
      20000,'0a,'1167,'a1
      20001,'83,'051e,'43
      20002,'c0,'0106,'87
      20003,'5f,'2afe,'0e
      20004,'65,'1dcc,'1c
      20005,'ee,'2c69,'38
      20006,'d2,'36b7,'71
      20007,'d8,'0e24,'e2
      20008,'5b,'29f4,'c4
      20009,'9b,'22ce,'89
      20010,'c4,'0a3c,'12
      20011,'a1,'020c,'24
      20012,'4f,'15fc,'49
      20013,'9d,'3b99,'93
      20014,'45,'18d2,'26
      20015,'1e,'2d6f,'4d
      20016,'85,'1c49,'9b
      20017,'41,'13e8,'36
      20018,'e0,'059d,'6d
      20019,'af,'1479,'da
      20020,'32,'0418,'b5
      20021,'77,'2bf8,'6b
      20022,'69,'3732,'d6
      20023,'ec,'31a5,'ad
      20024,'ad,'1ade,'5b
      20025,'4d,'3893,'b7
      20026,'e2,'27d0,'6f
      20027,'d0,'0b3a,'de
      20028,'a7,'28f2,'bd
      20029,'ce,'0830,'7b
      20030,'22,'17f0,'f6
      20031,'8f,'2e65,'ec
      20032,'c2,'234b,'d8
      20033,'20,'35bd,'b1
      20034,'f0,'3126,'63
      20035,'57,'0fa1,'c6
      20036,'99,'1675,'8d
      20037,'bb,'11e4,'1a
      20038,'34,'1061,'34
      20039,'f6,'2fe0,'69
      20040,'d6,'1cca,'d2
      20041,'26,'0697,'a5
      20042,'71,'2b7b,'4b
      20043,'e8,'224d,'97
      20044,'53,'1f43,'2e
      20045,'67,'2cea,'5d
      20046,'91,'23c8,'bb
      20047,'47,'20c2,'77
      20048,'61,'1fc0,'ee
      20049,'10,'3995,'dc
      20050,'f8,'0d2e,'b9
      20051,'ab,'16f6,'73
      20052,'cc,'049b,'e6
      20053,'5d,'3e87,'cc
      20054,'1a,'19d4,'99
      20055,'7b,'0791,'32
      20056,'6b,'0185,'65
      20057,'93,'3f81,'ca
      20058,'38,'332a,'95
      20059,'f4,'1a5d,'2a
      20060,'a9,'2dec,'55
      20061,'b3,'0936,'ab
      20062,'c8,'3d0e,'57
      20063,'a3,'33a9,'af
      20064,'30,'0f22,'5f
      20065,'08,'030a,'bf
      20066,'fc,'3f02,'7f
      20067,'55,'2655,'fe
      20068,'e6,'34bb,'fc
      20069,'2e,'1bd8,'f8
      20070,'8d,'126d,'f0
      20071,'bd,'3a1c,'e0
      20072,'b5,'2753,'c0
      20073,'49,'1e45,'81
      20074,'1c,'0614,'02
      20075,'fa,'3e04,'04
      20076,'d4,'0cab,'08
      20077,'59,'2977,'10
      20078,'e4,'37b1,'20
      20079,'51,'24da,'41
      20080,'18,'3438,'83
      20081,'04,'0ea7,'06
      20082,'fe,'3c8b,'0c
      20083,'2a,'0c28,'18
      20084,'73,'3c08,'30
      20085,'97,'1957,'61
      20086,'c6,'12ee,'c2
      20087,'de,'2f63,'85
      20088,'da,'09b5,'0a
      20089,'24,'2871,'14
      20090,'0e,'1d4f,'28
      20091,'7d,'3916,'51
      20092,'ea,'1851,'a3
      20093,'2c,'3810,'47
      20094,'f2,'32af,'8f
      20095,'28,'25dc,'1e
      20096,'0c,'1ec6,'3c
      20097,'02,'136b,'79
      20098,'7f,'10e2,'f2
      20099,'95,'3a9f,'e4
      20100,'b9,'322c,'c8
      20101,'4b,'30a3,'91
      20102,'63,'3020,'22
      20103,'6f,'255f,'45
      20104,'6d,'0bb9,'8b
      20105,'12,'3d8d,'16
      20106,'87,'26d6,'2c
      20107,'3e,'21c4,'59
      20108,'75,'353e,'b3
      20109,'16,'2459,'67
      20110,'79,'2147,'ce
      20111,'14,'2041,'9d
      20112,'06,'0abf,'3a
      20113,'81,'1773,'75
      20114,'bf,'3b1a,'ea
      20115,'ca,'0dad,'d4
      20116,'dc,'0389,'a9
      20117,'a5,'2a7d,'53
      20118,'b1,'08b3,'a7
      20119,'b7,'028f,'4f
      20120,'36,'0083,'9f
      20121,'89,'157f,'3e
      20122,'43,'2ee6,'7d
      20123,'9f,'3634,'fa
      20124,'3a,'1b5b,'f4
      20125,'8b,'0712,'e8
      20126,'3c,'14fa,'d0
      20127,'0a,'1167,'a1
      20128,'83,'051e,'43
      20129,'c0,'0106,'87
      20130,'5f,'2afe,'0e
      20131,'65,'1dcc,'1c
      20132,'ee,'2c69,'38
      20133,'d2,'36b7,'71
      20134,'d8,'0e24,'e2
      20135,'5b,'29f4,'c4
      20136,'9b,'22ce,'89
      20137,'c4,'0a3c,'12
      20138,'a1,'020c,'24
      20139,'4f,'15fc,'49
      20140,'9d,'3b99,'93
      20141,'45,'18d2,'26
      20142,'1e,'2d6f,'4d
      20143,'85,'1c49,'9b
      20144,'41,'13e8,'36
      20145,'e0,'059d,'6d
      20146,'af,'1479,'da
